date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:27:47	98931/98931	---M--	200	added ('OK')	text/html	etag:%2218273-59b35076ea8a9%22	http://ableproadmin.com/bootstrap/default/sis-evaluation.html	D:/reza/Vidio/crak/skdksadkjajd/ableproadmin.com/bootstrap/default/sis-evaluation.html	(from http://ableproadmin.com/bootstrap/default/index.html)
23:27:47	49766/49766	---M--	200	added ('OK')	text/html	etag:%22c266-59b35076d8f67%22	http://ableproadmin.com/bootstrap/default/sis-event.html	D:/reza/Vidio/crak/skdksadkjajd/ableproadmin.com/bootstrap/default/sis-event.html	(from http://ableproadmin.com/bootstrap/default/index.html)
23:27:49	85268/85268	---M--	200	added ('OK')	text/html	etag:%2214d14-59b35076361e0%22	http://ableproadmin.com/bootstrap/default/sis-circular.html	D:/reza/Vidio/crak/skdksadkjajd/ableproadmin.com/bootstrap/default/sis-circular.html	(from http://ableproadmin.com/bootstrap/default/index.html)
23:27:51	40590/40590	---M--	200	added ('OK')	text/html	etag:%229e8e-59b350768576f%22	http://ableproadmin.com/bootstrap/default/sis-course.html	D:/reza/Vidio/crak/skdksadkjajd/ableproadmin.com/bootstrap/default/sis-course.html	(from http://ableproadmin.com/bootstrap/default/index.html)
23:27:54	66580/66580	---M--	200	added ('OK')	text/html	etag:%2210414-59b350834cc85%22	http://ableproadmin.com/bootstrap/default/crypto-dashboard.html	D:/reza/Vidio/crak/skdksadkjajd/ableproadmin.com/bootstrap/default/crypto-dashboard.html	(from http://ableproadmin.com/bootstrap/default/index.html)
23:27:54	47421/47421	---M--	200	added ('OK')	text/html	etag:%22b93d-59b3508397bc5%22	http://ableproadmin.com/bootstrap/default/crypto-exchange.html	D:/reza/Vidio/crak/skdksadkjajd/ableproadmin.com/bootstrap/default/crypto-exchange.html	(from http://ableproadmin.com/bootstrap/default/index.html)
23:27:57	71119/71119	---M--	200	added ('OK')	text/html	etag:%22115cf-59b3508551657%22	http://ableproadmin.com/bootstrap/default/crypto-wallet.html	D:/reza/Vidio/crak/skdksadkjajd/ableproadmin.com/bootstrap/default/crypto-wallet.html	(from http://ableproadmin.com/bootstrap/default/index.html)
23:27:57	46822/46822	---M--	200	added ('OK')	text/html	etag:%22b6e6-59b35084c05f9%22	http://ableproadmin.com/bootstrap/default/crypto-transactions.html	D:/reza/Vidio/crak/skdksadkjajd/ableproadmin.com/bootstrap/default/crypto-transactions.html	(from http://ableproadmin.com/bootstrap/default/index.html)
23:27:59	51184/51184	---M--	200	added ('OK')	text/html	etag:%22c7f0-59b35083be8e0%22	http://ableproadmin.com/bootstrap/default/crypto-history.html	D:/reza/Vidio/crak/skdksadkjajd/ableproadmin.com/bootstrap/default/crypto-history.html	(from http://ableproadmin.com/bootstrap/default/index.html)
23:28:01	55586/55586	---M--	200	added ('OK')	text/html	etag:%22d922-59b35084c2922%22	http://ableproadmin.com/bootstrap/default/crypto-trading.html	D:/reza/Vidio/crak/skdksadkjajd/ableproadmin.com/bootstrap/default/crypto-trading.html	(from http://ableproadmin.com/bootstrap/default/index.html)
23:28:01	42114/42114	---M--	200	added ('OK')	text/html	etag:%22a482-59b350843ef9d%22	http://ableproadmin.com/bootstrap/default/crypto-initial-coin.html	D:/reza/Vidio/crak/skdksadkjajd/ableproadmin.com/bootstrap/default/crypto-initial-coin.html	(from http://ableproadmin.com/bootstrap/default/index.html)
23:28:04	68190/68190	---M--	200	added ('OK')	text/html	etag:%2210a5e-59b35084366e4%22	http://ableproadmin.com/bootstrap/default/crypto-ico-listing.html	D:/reza/Vidio/crak/skdksadkjajd/ableproadmin.com/bootstrap/default/crypto-ico-listing.html	(from http://ableproadmin.com/bootstrap/default/index.html)
23:28:06	52619/52619	---M--	200	added ('OK')	text/html	etag:%22cd8b-59b3508e47656%22	http://ableproadmin.com/bootstrap/default/ecom-product-details.html	D:/reza/Vidio/crak/skdksadkjajd/ableproadmin.com/bootstrap/default/ecom-product-details.html	(from http://ableproadmin.com/bootstrap/default/index.html)
23:28:06	69964/69964	---M--	200	added ('OK')	text/html	etag:%221114c-59b3508de7725%22	http://ableproadmin.com/bootstrap/default/ecom-product.html	D:/reza/Vidio/crak/skdksadkjajd/ableproadmin.com/bootstrap/default/ecom-product.html	(from http://ableproadmin.com/bootstrap/default/index.html)
23:28:06	47128/47128	---M--	200	added ('OK')	text/html	etag:%22b818-59b3508dc6f9a%22	http://ableproadmin.com/bootstrap/default/ecom-order.html	D:/reza/Vidio/crak/skdksadkjajd/ableproadmin.com/bootstrap/default/ecom-order.html	(from http://ableproadmin.com/bootstrap/default/index.html)
23:28:08	111272/111272	---M--	200	added ('OK')	text/html	etag:%221b2a8-59b3508d464f5%22	http://ableproadmin.com/bootstrap/default/ecom-checkout.html	D:/reza/Vidio/crak/skdksadkjajd/ableproadmin.com/bootstrap/default/ecom-checkout.html	(from http://ableproadmin.com/bootstrap/default/index.html)
23:28:10	57643/57643	---M--	200	added ('OK')	text/html	etag:%22e12b-59b3508d48fee%22	http://ableproadmin.com/bootstrap/default/ecom-customers.html	D:/reza/Vidio/crak/skdksadkjajd/ableproadmin.com/bootstrap/default/ecom-customers.html	(from http://ableproadmin.com/bootstrap/default/index.html)
23:28:11	44510/44510	---M--	200	added ('OK')	text/html	etag:%22adde-59b3508cacfc6%22	http://ableproadmin.com/bootstrap/default/ecom-cart.html	D:/reza/Vidio/crak/skdksadkjajd/ableproadmin.com/bootstrap/default/ecom-cart.html	(from http://ableproadmin.com/bootstrap/default/index.html)
23:28:11	57687/57687	---M--	200	added ('OK')	text/html	etag:%22e157-59b3508e5e1a1%22	http://ableproadmin.com/bootstrap/default/ecom-sellers.html	D:/reza/Vidio/crak/skdksadkjajd/ableproadmin.com/bootstrap/default/ecom-sellers.html	(from http://ableproadmin.com/bootstrap/default/index.html)
23:28:13	38995/38995	---M--	200	added ('OK')	text/html	etag:%229853-59b3507ef00e9%22	http://ableproadmin.com/bootstrap/default/bc_alert.html	D:/reza/Vidio/crak/skdksadkjajd/ableproadmin.com/bootstrap/default/bc_alert.html	(from http://ableproadmin.com/bootstrap/default/index.html)
23:28:14	62348/62348	---M--	200	added ('OK')	text/html	etag:%22f38c-59b3507f6c53d%22	http://ableproadmin.com/bootstrap/default/bc_button.html	D:/reza/Vidio/crak/skdksadkjajd/ableproadmin.com/bootstrap/default/bc_button.html	(from http://ableproadmin.com/bootstrap/default/index.html)
